GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",3976,486,176,95,3800,486,1931,354,119,80,1812,348,819,181,0,12,819,181,779,258,79,77,700,254,232,115,27,26,205,109,59,47,0,12,59,47,42,40,13,21,29,34,2045,309,57,48,1988,312,1108,271,11,18,1097,269,568,176,46,44,522,172,209,104,0,12,209,104,78,50,0,12,78,50,82,68,0,12,82,68
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",4674,569,99,77,4575,556,2092,347,63,53,2029,345,1210,366,14,22,1196,364,738,169,25,30,713,167,93,71,24,37,69,62,20,27,0,17,20,27,31,35,0,17,31,35,2582,397,36,57,2546,400,1730,394,0,17,1730,394,438,129,0,17,438,129,248,103,36,57,212,103,166,115,0,17,166,115,0,17,0,17,0,17
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",4654,377,265,104,4389,401,2593,341,265,104,2328,355,1401,328,29,40,1372,327,863,187,81,58,782,179,187,103,62,52,125,85,83,51,34,39,49,31,59,46,59,46,0,17,2061,266,0,17,2061,266,1192,244,0,17,1192,244,605,165,0,17,605,165,152,84,0,17,152,84,79,51,0,17,79,51,33,36,0,17,33,36
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",4397,428,211,126,4186,370,1967,291,211,126,1756,254,807,208,61,65,746,172,921,189,124,92,797,190,89,70,0,12,89,70,123,88,26,33,97,66,27,39,0,12,27,39,2430,308,0,12,2430,308,1380,267,0,12,1380,267,652,191,0,12,652,191,180,96,0,12,180,96,170,74,0,12,170,74,48,76,0,12,48,76
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",3158,288,82,54,3076,291,1502,237,82,54,1420,243,499,215,0,12,499,215,632,159,15,25,617,160,178,85,15,22,163,80,121,58,9,15,112,58,72,43,43,38,29,25,1656,185,0,12,1656,185,627,160,0,12,627,160,639,132,0,12,639,132,160,72,0,12,160,72,136,50,0,12,136,50,94,53,0,12,94,53
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",2541,230,63,46,2478,228,1433,205,44,34,1389,203,636,142,14,22,622,140,595,143,0,12,595,143,124,56,0,12,124,56,31,24,7,10,24,22,47,43,23,20,24,38,1108,168,19,31,1089,165,689,163,0,12,689,163,230,76,19,31,211,70,93,42,0,12,93,42,54,30,0,12,54,30,42,41,0,12,42,41
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",2435,234,222,71,2213,238,1126,166,202,54,924,167,307,118,16,22,291,118,368,116,0,12,368,116,237,63,69,41,168,64,136,42,67,31,69,31,78,36,50,25,28,25,1309,179,20,31,1289,183,369,114,20,31,349,116,427,112,0,12,427,112,242,68,0,12,242,68,198,57,0,12,198,57,73,37,0,12,73,37
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",3552,400,88,61,3464,415,1924,349,88,61,1836,355,1114,343,0,12,1114,343,645,184,27,33,618,178,138,80,41,43,97,63,27,24,20,22,7,12,0,12,0,12,0,12,1628,216,0,12,1628,216,1105,214,0,12,1105,214,304,119,0,12,304,119,73,47,0,12,73,47,91,49,0,12,91,49,55,46,0,12,55,46
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2684,195,147,52,2537,197,1273,170,125,46,1148,168,715,150,47,33,668,149,329,82,18,16,311,82,124,52,26,25,98,46,87,41,17,21,70,39,18,24,17,24,1,4,1411,197,22,24,1389,202,1068,190,22,24,1046,195,189,76,0,12,189,76,66,41,0,12,66,41,56,39,0,12,56,39,32,31,0,12,32,31
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",2880,395,116,59,2764,404,1506,385,101,52,1405,394,480,317,15,26,465,315,725,206,7,16,718,206,119,76,0,12,119,76,111,68,44,42,67,52,71,54,35,30,36,42,1374,166,15,24,1359,166,655,149,15,24,640,146,363,114,0,12,363,114,113,66,0,12,113,66,118,70,0,12,118,70,125,70,0,12,125,70
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",5077,403,107,79,4970,408,2665,369,98,77,2567,363,1255,349,13,22,1242,349,1001,228,57,54,944,223,241,98,14,23,227,98,67,67,0,17,67,67,101,102,14,23,87,101,2412,351,9,15,2403,352,1485,354,0,17,1485,354,496,124,0,17,496,124,248,98,9,15,239,99,56,36,0,17,56,36,127,74,0,17,127,74
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",2318,296,141,85,2177,284,1135,219,106,78,1029,236,520,136,26,29,494,134,349,145,71,71,278,138,248,115,9,15,239,115,7,11,0,12,7,11,11,17,0,12,11,17,1183,217,35,45,1148,218,452,145,25,40,427,142,331,101,0,12,331,101,195,116,0,12,195,116,60,60,10,18,50,56,145,75,0,12,145,75
1400000US11001004701,11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",2625,332,196,112,2429,355,1091,264,196,112,895,264,532,177,0,12,532,177,324,171,55,69,269,161,80,69,18,28,62,60,109,85,77,75,32,38,46,69,46,69,0,12,1534,198,0,12,1534,198,685,153,0,12,685,153,325,105,0,12,325,105,245,113,0,12,245,113,172,90,0,12,172,90,107,84,0,12,107,84
1400000US11001004702,11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",1871,198,178,80,1693,195,887,143,115,61,772,142,446,99,5,7,441,100,176,79,18,23,158,77,112,41,37,28,75,39,97,54,34,39,63,60,56,55,21,17,35,43,984,165,63,65,921,134,441,130,0,12,441,130,248,100,63,65,185,68,135,59,0,12,135,59,58,49,0,12,58,49,102,59,0,12,102,59
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",1979,214,166,77,1813,232,1025,132,155,73,870,144,328,99,12,19,316,98,401,111,19,22,382,106,139,70,51,41,88,60,97,58,32,49,65,40,60,38,41,39,19,21,954,140,11,17,943,140,434,100,0,12,434,100,233,97,11,17,222,95,106,40,0,12,106,40,57,35,0,12,57,35,124,59,0,12,124,59
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",2735,271,73,50,2662,284,1171,202,73,50,1098,213,503,135,0,12,503,135,392,134,9,14,383,134,177,68,40,46,137,73,56,58,11,15,45,56,43,38,13,20,30,33,1564,190,0,12,1564,190,775,167,0,12,775,167,438,137,0,12,438,137,133,80,0,12,133,80,118,67,0,12,118,67,100,54,0,12,100,54
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",1857,198,66,36,1791,194,863,133,60,34,803,125,316,101,0,12,316,101,367,93,16,20,351,92,177,75,44,27,133,66,3,6,0,12,3,6,0,12,0,12,0,12,994,175,6,10,988,177,571,147,0,12,571,147,216,69,0,12,216,69,119,60,6,10,113,63,60,31,0,12,60,31,28,22,0,12,28,22
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",2410,245,64,42,2346,248,1312,207,56,40,1256,203,623,167,23,37,600,162,585,131,10,16,575,132,92,52,23,24,69,44,0,12,0,12,0,12,12,21,0,12,12,21,1098,175,8,13,1090,175,587,151,0,12,587,151,326,101,0,12,326,101,133,67,8,13,125,68,44,36,0,12,44,36,8,12,0,12,8,12
1400000US11001005001,11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",1889,218,47,36,1842,206,1168,232,47,36,1121,222,606,192,13,19,593,190,314,152,14,18,300,151,195,130,10,16,185,118,53,30,10,15,43,28,0,12,0,12,0,12,721,130,0,12,721,130,395,122,0,12,395,122,166,68,0,12,166,68,112,47,0,12,112,47,48,42,0,12,48,42,0,12,0,12,0,12
1400000US11001005002,11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",5306,448,197,94,5109,446,3311,440,192,93,3119,427,1465,338,38,38,1427,336,1229,281,23,33,1206,278,389,171,53,60,336,171,161,132,11,18,150,130,67,78,67,78,0,17,1995,289,5,11,1990,287,1047,218,0,17,1047,218,565,185,0,17,565,185,138,79,0,17,138,79,156,91,5,11,151,90,89,64,0,17,89,64
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",5587,517,379,204,5208,560,3274,552,225,125,3049,549,1695,495,0,17,1695,495,1129,311,122,100,1007,299,280,109,0,17,280,109,138,86,71,64,67,51,32,36,32,36,0,17,2313,304,154,150,2159,316,1629,295,70,110,1559,276,493,148,84,82,409,150,117,68,0,17,117,68,58,41,0,17,58,41,16,27,0,17,16,27
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",4906,351,233,84,4673,337,2580,302,233,84,2347,306,1281,261,22,35,1259,262,846,222,46,35,800,221,199,101,30,33,169,90,167,86,76,51,91,64,87,48,59,47,28,40,2326,265,0,17,2326,265,1608,278,0,17,1608,278,478,125,0,17,478,125,111,65,0,17,111,65,53,49,0,17,53,49,76,50,0,17,76,50
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",5973,554,184,81,5789,554,2873,440,179,81,2694,439,1733,392,9,15,1724,392,627,244,80,70,547,244,245,150,1,5,244,150,172,83,67,46,105,64,96,74,22,22,74,66,3100,397,5,13,3095,393,1657,338,0,17,1657,338,823,224,5,13,818,224,273,123,0,17,273,123,169,93,0,17,169,93,178,102,0,17,178,102
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",6050,814,394,128,5656,815,2749,345,372,123,2377,345,1220,305,29,46,1191,301,628,190,37,47,591,185,280,139,39,46,241,136,336,117,165,87,171,101,285,135,102,63,183,125,3301,717,22,29,3279,715,2121,716,0,17,2121,716,302,144,0,17,302,144,298,97,13,22,285,98,322,127,0,17,322,127,258,126,9,16,249,123
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",2476,218,203,70,2273,218,1239,155,172,70,1067,154,489,125,20,23,469,126,461,99,47,33,414,95,106,56,36,49,70,47,138,52,47,34,91,39,45,28,22,21,23,19,1237,178,31,22,1206,179,634,151,8,12,626,151,287,97,23,22,264,95,150,68,0,12,150,68,84,45,0,12,84,45,82,39,0,12,82,39
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",3104,351,206,98,2898,345,1663,241,206,98,1457,253,836,174,17,20,819,173,565,173,145,85,420,153,183,97,24,32,159,80,79,52,20,25,59,51,0,12,0,12,0,12,1441,268,0,12,1441,268,1083,242,0,12,1083,242,230,87,0,12,230,87,52,67,0,12,52,67,42,28,0,12,42,28,34,23,0,12,34,23
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",1594,245,69,41,1525,248,685,180,69,41,616,183,337,141,13,16,324,143,212,94,15,22,197,92,93,43,23,22,70,40,25,19,0,12,25,19,18,20,18,20,0,12,909,129,0,12,909,129,229,83,0,12,229,83,369,88,0,12,369,88,225,79,0,12,225,79,31,30,0,12,31,30,55,29,0,12,55,29
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",2195,198,124,88,2071,206,981,140,99,58,882,129,383,90,42,43,341,81,321,94,7,13,314,96,139,64,9,14,130,63,115,46,28,25,87,37,23,25,13,20,10,16,1214,131,25,39,1189,145,530,120,25,39,505,124,309,81,0,12,309,81,235,81,0,12,235,81,111,46,0,12,111,46,29,27,0,12,29,27
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",1628,193,163,97,1465,197,718,130,163,97,555,121,241,98,26,39,215,91,243,93,39,48,204,81,80,42,19,28,61,40,113,59,38,39,75,39,41,35,41,35,0,12,910,174,0,12,910,174,379,164,0,12,379,164,288,88,0,12,288,88,147,71,0,12,147,71,75,39,0,12,75,39,21,25,0,12,21,25
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",3431,274,220,74,3211,276,1574,157,208,72,1366,165,424,118,0,12,424,118,655,110,83,48,572,116,260,79,39,37,221,73,159,50,38,27,121,51,76,46,48,38,28,27,1857,193,12,18,1845,193,811,197,0,12,811,197,567,114,0,12,567,114,236,82,12,18,224,82,197,75,0,12,197,75,46,33,0,12,46,33
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",1732,176,185,73,1547,179,842,138,149,58,693,147,345,108,18,19,327,105,278,85,47,29,231,86,138,70,34,43,104,60,31,27,0,12,31,27,50,30,50,30,0,12,890,120,36,45,854,113,403,103,6,8,397,102,295,67,0,12,295,67,119,60,30,45,89,42,47,26,0,12,47,26,26,21,0,12,26,21
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",1806,195,157,57,1649,186,759,117,143,52,616,108,220,90,0,12,220,90,343,70,48,31,295,58,126,65,54,48,72,46,33,21,8,9,25,19,37,19,33,18,4,6,1047,123,14,19,1033,127,429,119,4,6,425,119,431,100,10,19,421,104,72,45,0,12,72,45,49,25,0,12,49,25,66,27,0,12,66,27
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2935,211,139,73,2796,219,2709,170,134,72,2575,182,1422,200,19,25,1403,199,950,174,80,54,870,164,303,156,35,31,268,140,34,64,0,12,34,64,0,12,0,12,0,12,226,143,5,10,221,143,68,44,0,12,68,44,129,93,5,10,124,92,23,31,0,12,23,31,6,14,0,12,6,14,0,12,0,12,0,12
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",2070,134,120,55,1950,152,976,104,120,55,856,112,294,99,5,8,289,99,433,92,33,38,400,95,147,62,25,29,122,49,39,39,23,36,16,19,63,37,34,24,29,31,1094,107,0,12,1094,107,440,89,0,12,440,89,347,72,0,12,347,72,175,56,0,12,175,56,53,45,0,12,53,45,79,34,0,12,79,34
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",1875,162,188,64,1687,173,883,116,177,63,706,120,327,104,20,22,307,106,214,69,31,31,183,63,200,67,39,35,161,66,100,43,45,33,55,41,42,36,42,36,0,12,992,127,11,17,981,129,435,125,0,12,435,125,310,92,0,12,310,92,130,59,11,17,119,57,85,48,0,12,85,48,32,33,0,12,32,33
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",2533,245,120,65,2413,263,1091,176,117,64,974,166,409,116,10,15,399,115,431,106,56,49,375,106,155,81,43,41,112,70,66,39,0,12,66,39,30,24,8,12,22,21,1442,217,3,6,1439,217,722,179,0,12,722,179,431,132,3,6,428,133,107,46,0,12,107,46,89,44,0,12,89,44,93,41,0,12,93,41
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",2985,307,191,88,2794,311,1445,243,172,85,1273,240,828,221,64,48,764,219,401,98,60,41,341,88,81,56,0,12,81,56,89,58,40,45,49,39,46,53,8,22,38,46,1540,234,19,20,1521,233,919,204,0,12,919,204,299,110,6,9,293,110,117,72,13,18,104,73,106,46,0,12,106,46,99,66,0,12,99,66
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",986,175,259,89,727,144,334,129,192,77,142,115,188,110,115,62,73,104,146,59,77,45,69,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,652,96,67,37,585,100,427,89,49,35,378,89,195,64,18,21,177,65,15,23,0,12,15,23,0,12,0,12,0,12,15,23,0,12,15,23
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",2735,317,209,101,2526,325,1119,213,143,64,976,219,463,166,0,12,463,166,322,100,29,34,293,102,186,91,64,49,122,74,94,53,19,25,75,55,54,29,31,19,23,23,1616,228,66,76,1550,244,439,120,0,12,439,120,672,165,28,38,644,168,239,82,11,16,228,80,164,83,27,62,137,52,102,63,0,12,102,63
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",1576,198,71,36,1505,189,655,146,71,36,584,140,313,103,0,12,313,103,204,69,29,25,175,62,58,31,14,14,44,30,52,38,0,12,52,38,28,23,28,23,0,12,921,129,0,12,921,129,401,93,0,12,401,93,353,90,0,12,353,90,81,37,0,12,81,37,60,34,0,12,60,34,26,24,0,12,26,24
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2041,259,89,58,1952,265,770,207,89,58,681,208,334,125,17,28,317,126,265,127,23,36,242,128,131,73,43,34,88,67,34,34,0,12,34,34,6,11,6,11,0,12,1271,146,0,12,1271,146,569,137,0,12,569,137,485,110,0,12,485,110,126,59,0,12,126,59,49,38,0,12,49,38,42,44,0,12,42,44
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",2085,241,31,42,2054,235,797,174,16,26,781,174,380,121,0,12,380,121,331,121,0,12,331,121,71,52,16,26,55,44,15,27,0,12,15,27,0,12,0,12,0,12,1288,177,15,23,1273,175,398,132,0,12,398,132,564,120,0,12,564,120,187,84,0,12,187,84,79,43,0,12,79,43,60,48,15,23,45,42
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",1833,243,81,44,1752,256,673,184,81,44,592,191,402,156,0,12,402,156,200,117,18,28,182,112,22,24,22,24,0,12,15,16,7,11,8,13,34,34,34,34,0,12,1160,203,0,12,1160,203,655,166,0,12,655,166,275,99,0,12,275,99,176,75,0,12,176,75,43,35,0,12,43,35,11,19,0,12,11,19
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",1878,231,189,92,1689,216,944,192,189,92,755,169,326,125,23,35,303,121,347,130,57,60,290,122,151,76,45,51,106,65,73,47,39,44,34,29,47,27,25,23,22,19,934,135,0,12,934,135,337,105,0,12,337,105,281,79,0,12,281,79,212,66,0,12,212,66,87,44,0,12,87,44,17,19,0,12,17,19
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",2115,285,57,38,2058,287,1056,207,50,36,1006,210,495,141,0,12,495,141,394,141,13,22,381,136,122,56,20,18,102,51,30,23,10,12,20,18,15,17,7,11,8,12,1059,171,7,12,1052,171,419,131,0,12,419,131,428,103,7,12,421,101,151,69,0,12,151,69,35,26,0,12,35,26,26,22,0,12,26,22
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",2467,210,97,59,2370,194,886,148,88,57,798,152,393,123,9,14,384,122,317,115,25,40,292,115,137,74,39,40,98,64,29,23,15,24,14,15,10,16,0,12,10,16,1581,236,9,14,1572,236,811,177,0,12,811,177,448,154,9,14,439,153,166,74,0,12,166,74,91,66,0,12,91,66,65,41,0,12,65,41
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",3534,397,61,64,3473,397,1265,261,46,58,1219,241,606,205,0,12,606,205,337,117,38,57,299,116,223,86,0,12,223,86,99,61,8,19,91,58,0,12,0,12,0,12,2269,316,15,26,2254,323,791,253,0,12,791,253,843,164,15,26,828,168,389,104,0,12,389,104,148,74,0,12,148,74,98,64,0,12,98,64
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",1655,190,103,63,1552,189,674,137,99,62,575,150,274,126,11,18,263,122,239,70,40,41,199,59,83,58,48,53,35,31,78,47,0,12,78,47,0,12,0,12,0,12,981,145,4,7,977,144,417,112,0,12,417,112,298,79,4,7,294,79,159,61,0,12,159,61,22,22,0,12,22,22,85,58,0,12,85,58
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",1589,239,96,54,1493,242,762,192,93,53,669,192,311,125,29,38,282,127,240,88,39,35,201,85,133,79,16,21,117,70,66,44,9,14,57,43,12,20,0,12,12,20,827,155,3,6,824,155,373,97,0,12,373,97,242,107,0,12,242,107,118,57,0,12,118,57,41,28,3,6,38,26,53,40,0,12,53,40
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",3400,347,410,153,2990,349,1717,350,410,153,1307,336,444,143,0,12,444,143,657,203,148,105,509,176,376,141,172,98,204,110,170,80,59,41,111,73,70,57,31,35,39,46,1683,205,0,12,1683,205,501,187,0,12,501,187,494,171,0,12,494,171,348,116,0,12,348,116,188,76,0,12,188,76,152,78,0,12,152,78
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",2944,290,144,83,2800,291,1090,245,126,79,964,247,168,119,15,24,153,118,612,200,55,58,557,209,109,84,0,12,109,84,108,66,10,16,98,64,93,66,46,41,47,48,1854,305,18,29,1836,301,374,214,0,12,374,214,787,192,0,12,787,192,214,94,0,12,214,94,327,120,18,29,309,120,152,86,0,12,152,86
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",2909,282,159,75,2750,268,1368,224,120,69,1248,213,481,131,0,12,481,131,440,122,9,14,431,120,221,74,43,39,178,66,150,75,17,18,133,75,76,48,51,41,25,26,1541,174,39,33,1502,168,356,132,22,27,334,126,557,134,17,21,540,131,309,97,0,12,309,97,161,64,0,12,161,64,158,62,0,12,158,62
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3113,290,197,78,2916,285,1386,175,193,75,1193,169,476,162,26,38,450,158,531,141,19,29,512,141,148,78,64,49,84,57,176,65,48,33,128,67,55,45,36,39,19,23,1727,202,4,9,1723,200,459,154,0,12,459,154,641,136,4,9,637,136,359,106,0,12,359,106,204,73,0,12,204,73,64,38,0,12,64,38
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",3721,371,168,104,3553,365,1253,218,168,104,1085,224,390,186,34,56,356,174,582,162,64,70,518,182,171,100,0,17,171,100,51,39,11,20,40,38,59,56,59,56,0,17,2468,313,0,17,2468,313,923,239,0,17,923,239,976,209,0,17,976,209,282,117,0,17,282,117,97,53,0,17,97,53,190,84,0,17,190,84
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",3094,274,373,122,2721,275,1418,187,373,122,1045,166,515,135,32,44,483,128,451,124,114,84,337,111,172,77,34,28,138,72,93,50,22,21,71,40,187,85,171,84,16,19,1676,229,0,12,1676,229,555,153,0,12,555,153,549,128,0,12,549,128,209,73,0,12,209,73,151,51,0,12,151,51,212,68,0,12,212,68
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",2034,278,128,73,1906,283,870,174,128,73,742,180,269,121,0,12,269,121,381,124,41,46,340,133,167,89,44,44,123,87,42,34,32,30,10,16,11,18,11,18,0,12,1164,199,0,12,1164,199,280,103,0,12,280,103,553,137,0,12,553,137,131,63,0,12,131,63,144,51,0,12,144,51,56,49,0,12,56,49
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",1407,131,125,76,1282,143,763,118,102,55,661,122,163,95,0,12,163,95,324,114,19,24,305,115,172,70,13,18,159,69,68,34,44,34,24,20,36,31,26,26,10,17,644,116,23,33,621,114,171,55,0,12,171,55,179,77,0,12,179,77,136,66,23,33,113,58,99,52,0,12,99,52,59,36,0,12,59,36
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",2347,366,183,81,2164,356,1048,248,166,87,882,229,251,121,17,25,234,123,436,142,44,37,392,135,207,92,66,58,141,65,105,71,18,21,87,70,49,30,21,21,28,24,1299,243,17,19,1282,238,392,146,0,12,392,146,390,119,17,19,373,112,248,105,0,12,248,105,166,81,0,12,166,81,103,49,0,12,103,49
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",2405,336,210,111,2195,390,955,257,187,105,768,299,237,118,37,46,200,126,361,156,28,34,333,159,150,77,66,60,84,51,39,50,13,23,26,45,168,129,43,43,125,120,1450,242,23,32,1427,250,374,163,0,12,374,163,275,122,0,12,275,122,261,102,0,12,261,102,233,111,0,12,233,111,307,167,23,32,284,167
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",1520,230,69,34,1451,223,707,177,64,34,643,178,136,78,0,12,136,78,300,97,28,28,272,96,147,69,18,21,129,65,49,34,11,15,38,32,75,77,7,11,68,77,813,149,5,7,808,149,221,73,5,7,216,73,242,90,0,12,242,90,214,85,0,12,214,85,74,41,0,12,74,41,62,33,0,12,62,33
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",1614,179,116,57,1498,189,701,114,88,42,613,115,196,83,6,10,190,81,311,75,19,20,292,76,104,41,25,19,79,37,69,47,20,15,49,51,21,19,18,19,3,6,913,143,28,41,885,152,284,112,0,12,284,112,326,88,28,41,298,85,165,57,0,12,165,57,61,36,0,12,61,36,77,37,0,12,77,37
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",2931,427,86,86,2845,440,1171,292,63,52,1108,284,641,200,0,12,641,200,279,124,17,23,262,118,119,81,22,36,97,63,88,77,12,21,76,74,44,40,12,17,32,33,1760,266,23,38,1737,281,670,243,0,12,670,243,564,150,23,38,541,146,231,97,0,12,231,97,102,45,0,12,102,45,193,66,0,12,193,66
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",1962,272,160,65,1802,267,743,199,137,59,606,176,204,103,0,12,204,103,262,102,45,46,217,90,168,91,63,46,105,63,109,84,29,26,80,77,0,12,0,12,0,12,1219,183,23,26,1196,182,324,121,0,12,324,121,436,141,0,12,436,141,197,84,0,12,197,84,192,80,23,26,169,80,70,46,0,12,70,46
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",3300,293,260,116,3040,313,1314,205,253,114,1061,225,401,145,17,27,384,135,600,120,173,103,427,109,246,72,56,51,190,64,49,34,0,12,49,34,18,21,7,13,11,17,1986,224,7,12,1979,225,801,238,7,12,794,238,614,158,0,12,614,158,308,112,0,12,308,112,85,50,0,12,85,50,178,89,0,12,178,89
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",1329,189,148,59,1181,198,622,136,100,42,522,136,145,94,0,12,145,94,265,89,25,25,240,85,117,50,41,41,76,39,56,38,5,8,51,38,39,25,29,21,10,15,707,127,48,47,659,131,157,53,0,12,157,53,221,56,0,12,221,56,178,74,44,46,134,66,61,29,4,8,57,29,90,45,0,12,90,45
